S.No.,User,Rating,Review_summary,Customer_info,Date,Upvote,Downvote,Review_detail
161,Flipkart Customer,5,Terrific,"Certified Buyer, Hyderabad",Flipkart Customer,37,13,"I am very happy with the purchase , i was confused between blue and yellow but yellow is very bright and refreshing color and look different  blue is also nice but after putting back cover we can not differentiate if its is iphone 13 or 14 better go for yellow iphone its very bright and attractive lot of people asked me if i bough new iphone or something thankyou flipkart now comes to the performance battery is good display is very smooth looks very premiums n feels very premium. Go for it"
162,Shrayansh Gupta,1,Terrible product,"Certified Buyer, Allahabad",Shrayansh Gupta,9,1,Battery health decreased from 100 to 99 after 20 days of normal usage..poor experience
163,Flipkart Customer,5,Awesome,"Certified Buyer, Siliguri",Flipkart Customer,9,1,Love the camera💖🥰
164,Amrut Parmar,3,Bad quality,"Certified Buyer, Palanpur",Amrut Parmar,9,1,"After using for 2 weeks, conclusion :Battery drain very fast. It took 2 time a day for charging Camera is not good as I thought Display 60hz is smooth but not great Apple system is very classy If you are middle class family member then don't go for it. Android is far better for usesDon't overhyped"
165,john Santhosh,2,Moderate,"Certified Buyer, Bengaluru",john Santhosh,9,1,Battery percentage dropped 4%in 2 months
166,pankaj kumar,5,Terrific purchase,"Certified Buyer, New Delhi",pankaj kumar,8,1,Awesome picture quality
167,Utkarsh Agarwal,4,Value-for-money,"Certified Buyer, Bareilly Division",Utkarsh Agarwal,14,3,Nice phone but improvement of design
168,Akash  Yadav,4,Value-for-money,"Certified Buyer, Mathura District",Akash  Yadav,9,0,Best product
169,feroj,5,Excellent,"Certified Buyer, New Delhi",feroj,11,2,"The iPhone 14 a gorgeous design, full 5G support, great cameras and strong performance. However, you don't get a 120Hz display or telephoto lens.Greet work flipkart your agent is really supportive."
170,Sube  Singh,5,Fabulous!,"Certified Buyer, Rewari",Sube  Singh,11,2,Best camera
171,Mohit Kumar,5,Great product,"Certified Buyer, Gaya",Mohit Kumar,13,3,"✓Comfortable, high-end build✓OLED screen looks fantastic✓A15 chip performs great✓Good camera upgrades✓Dependable battery life"
172,Dipak Vishwakarma,5,Simply awesome,"Certified Buyer, Kolkata",Dipak Vishwakarma,9,0,Highly recommended best price since launch loud speaker is amazing display is another world nothing to say it's overall quite amazing phone dont think ggo for it
173,Flipkart Customer,1,Don't waste your money,"Certified Buyer, Bengaluru",Flipkart Customer,1620,1136,Battery performance too low
174,Gyanjit Kar,5,Worth every penny,"Certified Buyer, Bengaluru",Gyanjit Kar,40,18,No words
175,News Kumar,5,Fabulous!,"Certified Buyer, Takhlibilar Pathar",News Kumar,15,4,Nyc phone
176,Flipkart Harsha,5,Worth every penny,"Certified Buyer, Bengaluru",Flipkart Harsha,5,0,"Amazing camera effects, one of the best device for cinematography"
177,Flipkart Customer,5,Awesome,"Certified Buyer, Rajkot",Flipkart Customer,5,0,Very good phone
178,Alok kumar Muduli,5,Wonderful,"Certified Buyer, Bhubaneswar",Alok kumar Muduli,5,0,"Nice mobile phone, iam very impressed"
179,Lokesh Negi,5,Perfect product!,"Certified Buyer, New Delhi",Lokesh Negi,5,0,"It's a nice phone, camera is great, gaming is great. Battery is only 3270 mAh, it should have been around 4500-5000 mAh"
180,Selim Malik,5,Simply awesome,"Certified Buyer, Bangalore Urban",Selim Malik,5,0,Good camera quality
181,Aniket  Chatterjee ,5,Highly recommended,"Certified Buyer, Ilambazar",Aniket  Chatterjee ,5,0,Superb
182,Ajeet Kumar,5,Terrific,"Certified Buyer, Patna",Ajeet Kumar,5,0,Best iPhone ever
183,Nabin S,5,Highly recommended,"Certified Buyer, Agartala",Nabin S,5,0,Excellent.
184,jagadeesh  dangeti,5,Great product,"Certified Buyer, East Godavari District",jagadeesh  dangeti,5,0,Nice performance
185,Manoj Sharma,5,Great product,"Certified Buyer, Noida",Manoj Sharma,5,0,Perfect as per reputation of the iPhone. Having pride of owning this piece of iPhone- Assembled in India 🇮🇳
186,Flipkart Customer,5,Wonderful,"Certified Buyer, Sasaram",Flipkart Customer,4,0,Great product
187,Flipkart Customer,5,Classy product,"Certified Buyer, Navi Mumbai",Flipkart Customer,5,0,I was a little sceptical about the red color but it looks premium. Amazing feel and touch. Love it..
188,Flipkart Customer,5,Awesome,"Certified Buyer, Hyderabad",Flipkart Customer,5,0,Pic quality is good
189,DUSHYANT KUMAR,5,Terrific,"Certified Buyer, Raipur",DUSHYANT KUMAR,5,0,"I Phine 14 ☺️Nice Product 👍 , Good Quality 👍 , i am very Happy 😊"
190,Ammar Jamal,5,Mind-blowing purchase,"Certified Buyer, Mubarakpur",Ammar Jamal,4,0,Premium Product
191,Arjun Rock,5,Awesome,"Certified Buyer, Gurugram",Arjun Rock,5,0,nice 😍
192,Krishna Kumar,5,Terrific purchase,"Certified Buyer, New Delhi",Krishna Kumar,8,1,"Battery charge very fastly with my macbook adapter  but I'm worried if they don't damage battery health Overall phone is good.Camera: Photo: 4/5, Vedio:5/5 Best for vlogging.Audio: 5/5 Very Loud.Display: 4.5/5 i did not like Yellowish colourtrue tone.Battery: 4/5 ok but if they give charger free then I'm  so happy or over heat during charging.Performance: 4.5/5 okay for daily use."
193,Rahul kumar Sharma,5,Great product,"Certified Buyer, Darbhanga District",Rahul kumar Sharma,8,1,"Cameras quality is 🤩, all rounder phone"
194,GAURAV PAROLKAR,2,Moderate,"Certified Buyer, Indore",GAURAV PAROLKAR,8,1,Performance of phone is not satisfying. Camera performance is very poor in comparison to other I phone 14. It seems that we have received defective model.
195,Krishnamraju Kusampudi,5,Wonderful,"Certified Buyer, Bhimavaram",Krishnamraju Kusampudi,8,1,I switched to 14 from Xr means LCD to OLED DISPLAY😍And the display was just awesomeBattery is effective according to daily usageTop notch performance Best in class mobile 👌🏼
196,Vinay Vinay,5,Wonderful,"Certified Buyer, New Delhi",Vinay Vinay,7,1,Nice
197,MOHD IRFAN DAR,5,Must buy!,"Certified Buyer, Anantnag",MOHD IRFAN DAR,41,19,THE product is genuinely awesome.. and can't stop my etes from looking into the product.. Awesome work by APPLE and good customer support from seller and Flipkart...THANKS FOR THE PRODUCT... GO FOR IT
198,Deepak Singh,5,Terrific,"Certified Buyer, Chanpatia",Deepak Singh,243,157,Good....
199,rakesh kumar,1,Terrible product,"Certified Buyer, Sultanganj",rakesh kumar,24,9,Bad refresh rate at this price point. It looks way too slow after using Android phone above 90 hz display
200,Sonu  Kumar Thakur,5,Worth every penny,"Certified Buyer, Baliapur",Sonu  Kumar Thakur,10,2,Amazing.loved this colour.
201,Flipkart Customer,1,Useless product,"Certified Buyer, Ghaziabad",Flipkart Customer,9,2,The device is heating up on the first day itself
202,Arkapravo Roy,5,Terrific purchase,"Certified Buyer, Kolkata",Arkapravo Roy,18,6,"As expected, excellent pdt from Apple, stunning look, superb durability and great performance. Thanks to Flipkart for a fantastic offer on this product and timely delivery."
203,Ashish Rao,5,Must buy!,"Certified Buyer, Bawal",Ashish Rao,30,13,Osm Mobile it is my 1st experience in iPhone 14 series I m satisfied
204,Sunder Singh ,5,Highly recommended,"Certified Buyer, Bathinda",Sunder Singh ,384,270,I am so happy to have first time i phone 14. My experience is outstanding to have this phone.But i wanted to have i phone 18 fortunately i have this now.
205,Ganpati Rai,4,Waste of money!,"Certified Buyer, New Delhi",Ganpati Rai,15,5,Facing heating issues while playing video and using camera
206,sahanawaj akhtar,5,Must buy!,"Certified Buyer, Kolkata",sahanawaj akhtar,7,1,good. Go for it...
207,aman singh,1,Did not meet expectations,"Certified Buyer, Purnia",aman singh,6,1,Worst phone
208,ANKIT SRIVASTAVA,5,Terrific,"Certified Buyer, Mumbai",ANKIT SRIVASTAVA,6,1,Fantastic 🔥⚡️
209,Flipkart Customer,4,Mind-blowing purchase,"Certified Buyer, Gurugram",Flipkart Customer,7,1,Recommended
210,Flipkart Customer,5,Mind-blowing purchase,"Certified Buyer, Sahatwar",Flipkart Customer,7,1,Looking 🔥..i lv this
211,Kishore Kumar,5,Worth every penny,"Certified Buyer, Coimbatore",Kishore Kumar,6,0,Awesome.. packed well and safe delivery.
212,Aryan Nair,4,Really Nice,"Certified Buyer, Kollam District",Aryan Nair,6,1,Good
213,Moumita Saha,5,Terrific purchase,"Certified Buyer, Noida",Moumita Saha,7,1,The colour is fantastic ☺️ and performing very well value for money
214,Nipon Kalita,5,Fabulous!,"Certified Buyer, Rangia",Nipon Kalita,13,4,Superb camera quality
215,Raghunath A,5,Wonderful,"Certified Buyer, Chennai",Raghunath A,12,4,"First ever experiencing Iphone. Being an android user and switching over to Iphone and using it for a day makes me a step away from android. 1.Top Class Performance2. High defined Camera and Cinematic Video 3. Pocket friendly comparing pro and plus models4. Have a concern on Battery , though drains on a single day usage - It doesnt means a negative feedback since its 20W Charger charged from 3 to 60 at a time of 10 minutes. I was too surprised- The best class in Apple Series.Last but n..."
216,Suryavanshi Suraj,5,Classy product,"Certified Buyer, Araria District",Suryavanshi Suraj,26,12,Good
217,Nitesh Kumar,1,Very poor,"Certified Buyer, Munger District",Nitesh Kumar,32,16,"After using android for 10 years, and having used 12+256 gb android phone in last 2 years, iPhone 14 lacks in performance  in every aspect. Camera- normal. Battery backup- okay, battery charging- pathetic. Those who say iPhone does not hang is a person with slow mind. Most of the apps are buggy. Very slow and loading takes a long time. iPhone offers few gimmicks but not worthy. Do not fall in trap. Most iPhone users know, iPhone is just like a heavy crown made of rusty iron on your head. Ea..."
218,Pourav Deb,5,Mind-blowing purchase,"Certified Buyer, Kumarghat",Pourav Deb,9,2,Good overall camera. Good specifications. But according to me S23 performs slightly better in terms of photos and portraits.
219,Manish Kumar,3,Just okay,"Certified Buyer, Bengaluru",Manish Kumar,9,2,"Hi, after using this device for 6months these are my experiences.1.) Light weight device, easy to carry in pocket.2.) Amazing battery backup.3.) Apps performance are good.4.) Sim network coverage is not Upto the mark, even with slight network drop tower goes off. Same SIM card has full network on another device but with this model of iPhone it is not the case.5.) Always have to switch between flight mode and normal to get the sim network.6.) Noise cancellation is missing, After paying c..."
220,Arvind  Smasher ,1,Horrible,"Certified Buyer, Rewari",Arvind  Smasher ,4,0,Not good as compared to Samsung s23
221,Flipkart Customer,1,Horrible,"Certified Buyer, Jaipur",Flipkart Customer,4,0,Camera not batter then galaxy s23
222,Flipkart Customer,1,Utterly Disappointed,"Certified Buyer, Rohtak",Flipkart Customer,3,0,Hang hang hang
223,Harsh Patel,5,Just wow!,"Certified Buyer, Vadodara",Harsh Patel,4,0,Gifting the iPhone 14 to my wife on her birthday was a fantastic decision. She absolutely loves it! The camera upgrades have brought so much joy to her daily life. She can't stop raving about the picture quality and how it helps her capture our family moments beautifully. The elegant design also resonates with her taste. It's not just a phone; it's become an integral part of her daily routine and her favorite gift ever. Seeing her happy with it makes it a great choice for me.
224,Flipkart Customer,4,Very Good,"Certified Buyer, Chandigarh",Flipkart Customer,4,0,Phone is good but battery drains too much
225,SUBHASH KUMAR,5,Worth every penny,"Certified Buyer, Vaishali District",SUBHASH KUMAR,4,0,"Thank you Flipkart, I am very happy with the phone, thank you very much, it is a very good phone.❤️😍☺️"
226,Flipkart Customer,5,Excellent,"Certified Buyer, Kolkata",Flipkart Customer,3,0,The smoothness of the phone is excellent. Battery is okayish if you switch from android. Camera is one the best.
227,ravi sagar,4,Value-for-money,"Certified Buyer, Bhagalpur",ravi sagar,3,0,Pic quality is improvised.. lighter weight .. grip is better 😎🤓😎 I enjoyed it !!
228,VIKASH  KUMAR ,5,Best in the market!,"Certified Buyer, Patna",VIKASH  KUMAR ,4,0,Best
229,Gajapriya palanikumar,5,Great product,"Certified Buyer, Madurai",Gajapriya palanikumar,4,0,"I had upgraded from XR to 14.. So it’s amazing❤️ But if you are already using 13 means, either upgrade it to 14 pro or don’t buy this.Ditto as iPhone 13."
230,Anshuman Singh Rajput,5,Just wow!,"Certified Buyer, Muzaffarpur",Anshuman Singh Rajput,4,0,Worth of money.!
231,Flipkart Customer,5,Mind-blowing purchase,"Certified Buyer, Bhabua",Flipkart Customer,4,0,This is not really an upgrade from my iphone 13 but it's okay. I'll suggest if you're having iPhone 12 or 13 then use that only because you won't find any big upgrade if compared to.
232,Moinak Ghosh,5,Just wow!,"Certified Buyer, Rajpur Sonarpur",Moinak Ghosh,4,0,Best
233,Ratnesh Yadav,1,Worst experience ever!,"Certified Buyer, Gurugram",Ratnesh Yadav,14,6,Build quality is very bad after days speaker is not warm fine
234,Vemuri Madhavi,1,Hated it!,"Certified Buyer, Hyderabad",Vemuri Madhavi,17,8,Heating issue. Phone gets heated on charing. on using camera sometimes on idle.Waste of 70K. Ten thousand rupees Android phones worked better for me.Go for it only for showoff
235,Alak  Singha,5,Brilliant,"Certified Buyer, Gakulpur",Alak  Singha,10,3,"Everything is well and good. But camera performance in artificial light is not upto the mark. Battery mAH is less, however you can handle it smartly."
236,Vaibhav Dave,5,Just wow!,"Certified Buyer, New Delhi",Vaibhav Dave,6,0,Videos from this are just awesome. Performance top notch as expected from apple.
237,Dr Rahul  Customer,4,Good quality product,"Certified Buyer, Bahraich",Dr Rahul  Customer,7,2,Super
238,Rohit  Singh,5,Classy product,"Certified Buyer, Rishikesh",Rohit  Singh,51,34,Nice
239,Sourav Chamdal,5,Perfect product!,"Certified Buyer, Nakodar",Sourav Chamdal,12,6,Outstanding product
240,Mahima Pathak,1,Utterly Disappointed,"Certified Buyer, Gurugram",Mahima Pathak,13,5,Heating issues
241,Jitu Bajaj,5,Great product,"Certified Buyer, New Delhi",Jitu Bajaj,7,2,Iphone14=camera+battery +processor with brand
242,Shivam Gupta,5,Excellent,"Certified Buyer, Bareilly",Shivam Gupta,8,2,Excellent phone
243,Flipkart Customer,5,Perfect product!,"Certified Buyer, Hyderabad",Flipkart Customer,6,0,"I got with in a day after I ordered,really happy with the product and service"
